date,item_id,item_name,category,store_id,units_sold,sell_price,unit_cost,fixed_costs,event_name,event_type,snap_flag,competitor_price
2011-12-29,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.05,3.58,500.0,None,None,0,6.09
2011-12-30,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.05,3.58,500.0,None,None,0,6.57
2011-12-31,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.05,3.58,500.0,None,None,0,6.28
2012-01-01,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.05,3.58,500.0,NewYear,National,1,5.72
2012-01-02,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.05,3.58,500.0,None,None,1,6.07
2012-01-03,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.05,3.58,500.0,None,None,1,6.02
2012-01-04,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,4.89,3.58,500.0,None,None,1,4.93
2012-01-05,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,4.89,3.58,500.0,None,None,1,5.15
2012-01-06,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,4.89,3.58,500.0,None,None,1,5.02
2012-01-07,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,4.89,3.58,500.0,None,None,1,5.02
2012-01-08,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,4.89,3.58,500.0,None,None,1,5.29
2012-01-09,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,4.89,3.58,500.0,None,None,1,4.9
2012-01-10,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,4.89,3.58,500.0,None,None,1,5.4
2012-01-11,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,4.89,3.58,500.0,None,None,0,4.91
2012-01-12,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,6.0,4.89,3.58,500.0,None,None,0,5.05
2012-01-13,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,4.89,3.58,500.0,None,None,0,4.98
2012-01-14,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,4.89,3.58,500.0,None,None,0,5.06
2012-01-15,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,4.89,3.58,500.0,None,None,0,5.12
2012-01-16,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,4.89,3.58,500.0,None,None,0,5.12
2012-01-17,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.06,3.58,500.0,None,None,0,6.06
2012-01-18,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.06,3.58,500.0,None,None,0,5.97
2012-01-19,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,8.0,6.06,3.58,500.0,None,None,0,6.85
2012-01-20,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.06,3.58,500.0,None,None,0,6.12
2012-01-21,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.06,3.58,500.0,None,None,0,6.41
2012-01-22,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.06,3.58,500.0,None,None,0,5.85
2012-01-23,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.06,3.58,500.0,None,None,0,6.17
2012-01-24,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.06,3.58,500.0,None,None,0,6.21
2012-01-25,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.06,3.58,500.0,None,None,0,6.36
2012-01-26,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.06,3.58,500.0,None,None,0,5.58
2012-01-27,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.06,3.58,500.0,None,None,0,6.28
2012-01-28,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.06,3.58,500.0,None,None,0,5.96
2012-01-29,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,8.0,6.06,3.58,500.0,None,None,0,6.32
2012-01-30,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.06,3.58,500.0,None,None,0,5.99
2012-01-31,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,8.0,6.06,3.58,500.0,None,None,0,6.03
2012-02-01,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,8.0,6.06,3.58,500.0,None,None,1,6.18
2012-02-02,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.06,3.58,500.0,None,None,1,5.99
2012-02-03,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.06,3.58,500.0,None,None,1,6.13
2012-02-04,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.06,3.58,500.0,None,None,1,5.95
2012-02-05,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.06,3.58,500.0,SuperBowl,Sporting,1,5.8
2012-02-06,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.06,3.58,500.0,None,None,1,6.49
2012-02-07,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.06,3.58,500.0,None,None,1,5.93
2012-02-08,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.06,3.58,500.0,None,None,1,6.2
2012-02-09,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.06,3.58,500.0,None,None,1,6.42
2012-02-10,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.06,3.58,500.0,None,None,1,6.09
2012-02-11,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.06,3.58,500.0,None,None,0,6.04
2012-02-12,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,8.0,6.06,3.58,500.0,None,None,0,6.3
2012-02-13,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,7.0,6.06,3.58,500.0,None,None,0,6.51
2012-02-14,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.06,3.58,500.0,None,None,0,5.96
2012-02-15,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.06,3.58,500.0,None,None,0,6.21
2012-02-16,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.06,3.58,500.0,None,None,0,5.82
2012-02-17,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.06,3.58,500.0,None,None,0,6.15
2012-02-18,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.06,3.58,500.0,None,None,0,6.25
2012-02-19,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.06,3.58,500.0,None,None,0,6.03
2012-02-20,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,8.0,6.06,3.58,500.0,None,None,0,6.13
2012-02-21,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.07,3.58,500.0,None,None,0,5.91
2012-02-22,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.07,3.58,500.0,None,None,0,6.27
2012-02-23,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.07,3.58,500.0,None,None,0,6.51
2012-02-24,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.07,3.58,500.0,None,None,0,5.99
2012-02-25,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.07,3.58,500.0,None,None,0,6.1
2012-02-26,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.07,3.58,500.0,None,None,0,6.37
2012-02-27,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.07,3.58,500.0,None,None,0,6.55
2012-02-28,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.07,3.58,500.0,None,None,0,5.89
2012-02-29,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,6.07,3.58,500.0,None,None,0,6.21
2012-03-01,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.07,3.58,500.0,None,None,1,6.32
2012-03-02,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.07,3.58,500.0,None,None,1,6.23
2012-03-03,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.07,3.58,500.0,None,None,1,5.65
2012-03-04,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.07,3.58,500.0,None,None,1,6.37
2012-03-05,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.07,3.58,500.0,None,None,1,6.62
2012-03-06,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.07,3.58,500.0,None,None,1,6.28
2012-03-07,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.07,3.58,500.0,None,None,1,6.0
2012-03-08,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.07,3.58,500.0,None,None,1,6.13
2012-03-09,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.07,3.58,500.0,None,None,1,6.68
2012-03-10,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,4.56,3.58,500.0,None,None,1,4.86
2012-03-11,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,4.56,3.58,500.0,None,None,0,4.81
2012-03-12,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,4.56,3.58,500.0,None,None,0,4.76
2012-03-13,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,4.56,3.58,500.0,None,None,0,4.58
2012-03-14,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,4.56,3.58,500.0,None,None,0,4.66
2012-03-15,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,4.56,3.58,500.0,None,None,0,4.68
2012-03-16,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,4.56,3.58,500.0,None,None,0,4.8
2012-03-17,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,4.56,3.58,500.0,None,None,0,4.97
2012-03-18,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,4.56,3.58,500.0,None,None,0,4.9
2012-03-19,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,4.56,3.58,500.0,None,None,0,4.44
2012-03-20,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,4.56,3.58,500.0,None,None,0,4.74
2012-03-21,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,4.56,3.58,500.0,None,None,0,4.83
2012-03-22,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.07,3.58,500.0,None,None,0,6.4
2012-03-23,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.07,3.58,500.0,None,None,0,6.1
2012-03-24,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.07,3.58,500.0,None,None,0,6.96
2012-03-25,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.07,3.58,500.0,None,None,0,5.94
2012-03-26,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.07,3.58,500.0,None,None,0,5.99
2012-03-27,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.07,3.58,500.0,None,None,0,6.31
2012-03-28,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,6.07,3.58,500.0,None,None,0,6.77
2012-03-29,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.07,3.58,500.0,None,None,0,6.05
2012-03-30,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.07,3.58,500.0,None,None,0,6.19
2012-03-31,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.07,3.58,500.0,None,None,0,6.51
2012-04-01,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.08,3.58,500.0,None,None,1,6.26
2012-04-02,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.08,3.58,500.0,None,None,1,6.18
2012-04-03,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.08,3.58,500.0,None,None,1,6.4
2012-04-04,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,7.0,6.08,3.58,500.0,None,None,1,6.33
2012-04-05,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.08,3.58,500.0,None,None,1,6.51
2012-04-06,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.08,3.58,500.0,None,None,1,6.58
2012-04-07,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.08,3.58,500.0,None,None,1,6.34
2012-04-08,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.08,3.58,500.0,None,None,1,6.33
2012-04-09,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.08,3.58,500.0,None,None,1,6.31
2012-04-10,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,9.0,6.08,3.58,500.0,None,None,1,6.38
2012-04-11,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.08,3.58,500.0,None,None,0,6.28
2012-04-12,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,6.08,3.58,500.0,None,None,0,6.26
2012-04-13,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.08,3.58,500.0,None,None,0,6.55
2012-04-14,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,16.0,6.08,3.58,500.0,None,None,0,6.63
2012-04-15,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.08,3.58,500.0,None,None,0,5.9
2012-04-16,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.08,3.58,500.0,None,None,0,6.26
2012-04-17,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.08,3.58,500.0,None,None,0,6.09
2012-04-18,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.08,3.58,500.0,None,None,0,6.19
2012-04-19,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.08,3.58,500.0,None,None,0,6.36
2012-04-20,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.08,3.58,500.0,None,None,0,6.43
2012-04-21,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,6.08,3.58,500.0,None,None,0,6.24
2012-04-22,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.08,3.58,500.0,None,None,0,5.8
2012-04-23,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.08,3.58,500.0,None,None,0,6.03
2012-04-24,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.08,3.58,500.0,None,None,0,6.48
2012-04-25,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.08,3.58,500.0,None,None,0,5.6
2012-04-26,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.08,3.58,500.0,None,None,0,6.55
2012-04-27,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.08,3.58,500.0,None,None,0,6.39
2012-04-28,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,16.0,6.08,3.58,500.0,None,None,0,6.58
2012-04-29,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.08,3.58,500.0,None,None,0,6.21
2012-04-30,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.08,3.58,500.0,None,None,0,5.76
2012-05-01,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.08,3.58,500.0,None,None,1,6.37
2012-05-02,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,16.0,6.08,3.58,500.0,None,None,1,6.57
2012-05-03,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.08,3.58,500.0,None,None,1,6.49
2012-05-04,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.08,3.58,500.0,None,None,1,6.1
2012-05-05,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,16.0,6.08,3.58,500.0,None,None,1,6.28
2012-05-06,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.08,3.58,500.0,None,None,1,6.13
2012-05-07,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.08,3.58,500.0,None,None,1,6.06
2012-05-08,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.08,3.58,500.0,None,None,1,6.49
2012-05-09,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.08,3.58,500.0,None,None,1,5.97
2012-05-10,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.08,3.58,500.0,None,None,1,6.05
2012-05-11,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,6.08,3.58,500.0,None,None,0,5.99
2012-05-12,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.09,3.58,500.0,None,None,0,5.91
2012-05-13,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,16.0,6.09,3.58,500.0,None,None,0,6.31
2012-05-14,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.09,3.58,500.0,None,None,0,6.56
2012-05-15,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.09,3.58,500.0,None,None,0,6.23
2012-05-16,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,6.09,3.58,500.0,None,None,0,5.91
2012-05-17,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.09,3.58,500.0,None,None,0,6.48
2012-05-18,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.09,3.58,500.0,None,None,0,6.68
2012-05-19,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.09,3.58,500.0,None,None,0,6.12
2012-05-20,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.09,3.58,500.0,None,None,0,6.16
2012-05-21,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.09,3.58,500.0,None,None,0,6.4
2012-05-22,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.09,3.58,500.0,None,None,0,6.67
2012-05-23,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.09,3.58,500.0,None,None,0,6.15
2012-05-24,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.09,3.58,500.0,None,None,0,5.95
2012-05-25,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,6.09,3.58,500.0,None,None,0,6.43
2012-05-26,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,6.09,3.58,500.0,None,None,0,6.47
2012-05-27,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.09,3.58,500.0,None,None,0,6.27
2012-05-28,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,10.0,6.09,3.58,500.0,None,None,0,6.14
2012-05-29,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.09,3.58,500.0,None,None,0,6.51
2012-05-30,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,4.77,3.58,500.0,None,None,0,5.01
2012-05-31,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,4.77,3.58,500.0,None,None,0,4.77
2012-06-01,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,16.0,4.77,3.58,500.0,None,None,1,4.92
2012-06-02,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,21.0,4.77,3.58,500.0,None,None,1,4.66
2012-06-03,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,4.77,3.58,500.0,None,None,1,5.04
2012-06-04,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,11.0,4.77,3.58,500.0,None,None,1,4.86
2012-06-05,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,4.77,3.58,500.0,None,None,1,4.83
2012-06-06,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,4.77,3.58,500.0,None,None,1,4.91
2012-06-07,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,4.77,3.58,500.0,None,None,1,4.92
2012-06-08,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,17.0,4.77,3.58,500.0,None,None,1,5.08
2012-06-09,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,17.0,6.09,3.58,500.0,None,None,1,6.42
2012-06-10,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.09,3.58,500.0,None,None,1,6.23
2012-06-11,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.09,3.58,500.0,None,None,0,6.46
2012-06-12,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.09,3.58,500.0,None,None,0,6.37
2012-06-13,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.09,3.58,500.0,None,None,0,6.17
2012-06-14,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,16.0,6.09,3.58,500.0,None,None,0,6.24
2012-06-15,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,16.0,6.09,3.58,500.0,None,None,0,6.24
2012-06-16,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,15.0,6.09,3.58,500.0,None,None,0,6.4
2012-06-17,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,13.0,6.09,3.58,500.0,None,None,0,6.18
2012-06-18,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.09,3.58,500.0,None,None,0,6.18
2012-06-19,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,12.0,6.09,3.58,500.0,None,None,0,6.75
2012-06-20,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.09,3.58,500.0,None,None,0,6.5
2012-06-21,HOUSEHOLD_1_001_CA_1,Cleaning Essentials 001,HOUSEHOLD,CA_1,14.0,6.09,3.58,500.0,None,None,0,6.09
